CO,Date,Main Pollutant,NO2,Overall AQI Value,Ozone,PM10,PM25,Site ID (of Overall AQI),Site Name (of Overall AQI),Source (of Overall AQI),source_file
7,03/02/2024,Ozone,19,38,38,8,37,06-037-9035,Lancaster - Fairgrounds,AQS,aqidaily2024.csv
8,03/03/2024,PM2.5,26,41,39,11,41,06-037-1201,Reseda,AQS,aqidaily2024.csv
13,03/04/2024,PM2.5,37,53,40,28,53,06-037-1201,Reseda,AQS,aqidaily2024.csv
8,03/05/2024,PM2.5,36,53,43,23,53,06-037-1201,Reseda,AQS,aqidaily2024.csv
9,03/06/2024,PM2.5,39,43,33,15,43,06-037-1201,Reseda,AQS,aqidaily2024.csv
9,03/07/2024,PM2.5,39,39,36,23,39,06-059-0007,Anaheim,AQS,aqidaily2024.csv
8,03/08/2024,PM2.5,36,53,40,33,53,06-037-1302,Compton,AQS,aqidaily2024.csv
14,03/09/2024,PM2.5,31,60,45,27,60,06-059-0007,Anaheim,AQS,aqidaily2024.csv
14,03/10/2024,PM2.5,27,53,49,27,53,06-037-1302,Compton,AQS,aqidaily2024.csv
8,03/11/2024,Ozone,29,41,41,35,40,06-037-9035,Lancaster - Fairgrounds,AQS,aqidaily2024.csv
7,03/12/2024,Ozone,36,40,40,33,38,06-037-6012,Santa Clarita,AQS,aqidaily2024.csv
8,03/13/2024,PM2.5,30,47,41,36,47,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2024.csv
10,03/14/2024,PM10,36,52,44,52,42,06-037-9035,Lancaster - Fairgrounds,AQS,aqidaily2024.csv
9,03/15/2024,Ozone,37,41,41,31,37,06-037-4009,Signal Hill (LBSH),AQS,aqidaily2024.csv
9,03/16/2024,Ozone,33,46,46,20,37,06-037-4010,North Hollywood (NOHO),AQS,aqidaily2024.csv
9,03/17/2024,PM2.5,24,52,51,20,52,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2024.csv
10,03/18/2024,PM10,46,64,47,64,58,06-037-4009,Signal Hill (LBSH),AQS,aqidaily2024.csv
11,03/19/2024,PM2.5,39,59,50,31,59,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2024.csv
9,03/20/2024,Ozone,38,84,84,32,70,06-037-6012,Santa Clarita,AQS,aqidaily2024.csv
9,03/21/2024,PM2.5,30,70,51,30,70,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2024.csv
9,03/22/2024,PM2.5,30,70,64,31,70,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2024.csv
8,03/23/2024,PM2.5,15,43,40,22,43,06-059-0007,Anaheim,AQS,aqidaily2024.csv
7,03/24/2024,Ozone,24,41,41,32,26,06-037-6012,Santa Clarita,AQS,aqidaily2024.csv
8,03/25/2024,PM2.5,31,43,42,29,43,06-037-1302,Compton,AQS,aqidaily2024.csv
7,03/26/2024,PM2.5,36,48,45,29,48,06-059-0007,Anaheim,AQS,aqidaily2024.csv
9,03/27/2024,Ozone,33,64,64,30,56,06-037-9035,Lancaster - Fairgrounds,AQS,aqidaily2024.csv
9,03/28/2024,PM2.5,36,54,43,32,54,06-059-0007,Anaheim,AQS,aqidaily2024.csv
7,03/29/2024,Ozone,37,48,48,20,43,06-037-9035,Lancaster - Fairgrounds,AQS,aqidaily2024.csv
5,03/30/2024,Ozone,22,44,44,7,30,06-037-9035,Lancaster - Fairgrounds,AQS,aqidaily2024.csv
6,03/31/2024,Ozone,34,44,44,7,31,06-037-4010,North Hollywood (NOHO),AQS,aqidaily2024.csv
13,04/01/2024,PM2.5,36,50,45,22,50,06-037-1302,Compton,AQS,aqidaily2024.csv
9,04/02/2024,PM2.5,35,52,49,28,52,06-037-1302,Compton,AQS,aqidaily2024.csv
11,04/03/2024,Ozone,41,58,58,39,57,06-037-6012,Santa Clarita,AQS,aqidaily2024.csv
7,04/04/2024,Ozone,25,44,44,26,43,06-037-9035,Lancaster - Fairgrounds,AQS,aqidaily2024.csv
7,04/05/2024,Ozone,31,44,44,27,31,06-037-0016,Glendora,AQS,aqidaily2024.csv
9,04/06/2024,Ozone,30,47,47,18,43,06-037-0016,Glendora,AQS,aqidaily2024.csv
